Date,Symbol,Client Name,net_value,action
07-Jan-25,GARUDA,HRTI PRIVATE LIMITED,127010844.67,BUY
07-Jan-25,GOLDIAM,HRTI PRIVATE LIMITED,594744957.26,BUY
07-Jan-25,INDOFARM,AAKRAYA RESEARCH LLP,824197313.52,BUY
07-Jan-25,INDOFARM,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,181523507.51999998,BUY
07-Jan-25,INDOFARM,GOLDMINE STOCKS PRIVATE LIMITED,241800640.35000002,BUY
07-Jan-25,INDOFARM,GRAVITON RESEARCH CAPITAL LLP,169475879.04000002,BUY
07-Jan-25,INDOFARM,GRT STRATEGIC VENTURES LLP,357932013.6,BUY
07-Jan-25,INDOFARM,IRAGE BROKING SERVICES LLP,220864316.76,BUY
07-Jan-25,INDOFARM,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,166860644.90999997,BUY
07-Jan-25,INDOFARM,NEGEN CAPITAL SERVICES PRIVATE LIMITED,105319133.04,BUY
07-Jan-25,INDOFARM,NK SECURITIES RESEARCH PRIVATE LIMITED,711357742.48,BUY
07-Jan-25,INDOFARM,PURE BROKING PVT LTD,141289330.32999998,BUY
07-Jan-25,INDOFARM,SMC GLOBAL SECURITIES LIMITED,228278577.15,BUY
07-Jan-25,INTELLECT,AAKRAYA RESEARCH LLP,2533370685.94,BUY
07-Jan-25,INTELLECT,GRAVITON RESEARCH CAPITAL LLP,2628710013.52,BUY
07-Jan-25,JAICORPLTD,HRTI PRIVATE LIMITED,426833116.75,BUY
07-Jan-25,KIRLOSBROS,GRAVITON RESEARCH CAPITAL LLP,1799636869.8000002,BUY
07-Jan-25,LEMERITE,ASHADEVI LATH,35858696.0,BUY
07-Jan-25,MCLEODRUSS,NIRAJ RAJNIKANT SHAH,35525987.91,BUY
07-Jan-25,MOBIKWIK,AAKRAYA RESEARCH LLP,6673699453.74,BUY
07-Jan-25,MOBIKWIK,ALGOQUANT FINANCIALS LLP,798244914.8800001,BUY
07-Jan-25,MOBIKWIK,ALPHAGREP SECURITIES PRIVATE LIMITED,2817202855.88,BUY
07-Jan-25,MOBIKWIK,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,1549619456.48,BUY
07-Jan-25,MOBIKWIK,GOLDMINE STOCKS PRIVATE LIMITED,491931562.09999996,BUY
07-Jan-25,MOBIKWIK,GRAVITON RESEARCH CAPITAL LLP,1293911396.16,BUY
07-Jan-25,MOBIKWIK,HRTI PRIVATE LIMITED,2328778230.99,BUY
07-Jan-25,MOBIKWIK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,1215923557.74,BUY
07-Jan-25,MOBIKWIK,MATHISYS ADVISORS LLP,1623198993.69,BUY
07-Jan-25,MOBIKWIK,MICROCURVES TRADING PRIVATE LIMITED,1283051566.8600001,BUY
07-Jan-25,MOBIKWIK,NK SECURITIES RESEARCH PRIVATE LIMITED,699144497.3,BUY
07-Jan-25,MOBIKWIK,PLUTUS RESEARCH PRIVATE LIMITED,684100752.77,BUY
07-Jan-25,MOBIKWIK,QE SECURITIES LLP,1333859366.3200002,BUY
07-Jan-25,MOBIKWIK,SECURE SHANTI ADVISORY LLP,482445277.5,BUY
07-Jan-25,MOBIKWIK,SHARE INDIA SECURITIES LIMITED,704789578.6000001,BUY
07-Jan-25,MOBIKWIK,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,852896465.63,BUY
07-Jan-25,ORIENTTECH,HRTI PRIVATE LIMITED,239465604.74,BUY
07-Jan-25,TANLA,GRAVITON RESEARCH CAPITAL LLP,1188552016.05,BUY
07-Jan-25,TRANSRAILL,AAKRAYA RESEARCH LLP,898293962.44,BUY
07-Jan-25,TRANSRAILL,GRAVITON RESEARCH CAPITAL LLP,1000660101.3699999,BUY
07-Jul-25,CEDAAR,NNM SECURITIES PVT LTD,20999910.0,BUY
07-Jul-25,DREAMFOLKS,HRTI PRIVATE LIMITED,100494509.95,BUY
07-Jul-25,DREAMFOLKS,QE SECURITIES LLP,102539681.0,BUY
07-Jul-25,GRMOVER,PASHUPATI CAPITA SER PVT LTD,197905653.33,BUY
07-Jul-25,INFIBE-RE,CRAFT EMERGING MARKET FUND PCC- CITADEL CAPITAL FUND,29573900.0,BUY
07-Jul-25,INFIBE-RE,CRAFT EMERGING MARKET FUND PCC- ELITE CAPITAL FUND,26721999.999999996,BUY
07-Jul-25,JGCHEM,AAKRAYA RESEARCH LLP,340083998.4,BUY
07-Jul-25,JGCHEM,GRAVITON RESEARCH CAPITAL LLP,336552121.36,BUY
07-Jul-25,JGCHEM,HRTI PRIVATE LIMITED,195658780.06,BUY
07-Jul-25,JGCHEM,MICROCURVES TRADING PRIVATE LIMITED,319727796.0799999,BUY
07-Jul-25,JGCHEM,NK SECURITIES RESEARCH PRIVATE LIMITED,220283660.85,BUY
07-Jul-25,JGCHEM,QE SECURITIES LLP,354616646.51,BUY
07-Jul-25,KRN,GRAVITON RESEARCH CAPITAL LLP,892749600.51,BUY
07-Jul-25,KRN,HRTI PRIVATE LIMITED,567763324.9100001,BUY
07-Jul-25,KRN,QE SECURITIES LLP,580881374.26,BUY
07-Jul-25,MARATHON,NECTA BLOOM VCC - NECTA BLOOM ONE,242861377.5,BUY
07-Jul-25,MARATHON,NOMURA SINGAPORE LIMITED,292750285.59000003,BUY
07-Jul-25,MAZDA,NK SECURITIES RESEARCH PRIVATE LIMITED,76776511.44,BUY
07-Jul-25,PUSHPA,HOLANI VENTURE CAPITAL FUND- I,24528000.0,BUY
07-Jul-25,PUSHPA,KRUSHNAM NEXUS CAPITAL SCHEME 1,93664920.0,BUY
07-Jul-25,PUSHPA,L7 HITECH PRIVATE LIMITED,22400000.0,BUY
07-Jul-25,PUSHPA,NECTA BLOOM VCC - REGAL FUND,24365600.0,BUY
07-Jul-25,PUSHPA,NEO APEX VENTURE LLP,72096750.0,BUY
07-Jul-25,PUSHPA,PENTATEAM INVENTURE CAPITAL SCHEME I,25760000.0,BUY
07-Jul-25,PUSHPA,SAUMIK KETANKUMAR DOSHI,22400000.0,BUY
07-Jul-25,SILKY,ATIVEER FINANCE CONSULTANTS LIMITED,34200000.0,BUY
07-Jul-25,SILKY,SOCRADAMUS CAPITAL PRIVATE LIMITED  .,25855200.0,BUY
07-Mar-25,BALAJIPHOS,BEACON STONE CAPITAL VCC - BEACON STONE I,21298420.0,BUY
07-Mar-25,BALAJIPHOS,GRETEX SHARE BROKING LIMITED,49235999.99999999,BUY
07-Mar-25,DATAPATTNS,GRAVITON RESEARCH CAPITAL LLP,2083790347.1999998,BUY
07-Mar-25,DATAPATTNS,HRTI PRIVATE LIMITED,1084456057.8200002,BUY
07-Mar-25,DATAPATTNS,NK SECURITIES RESEARCH PRIVATE LIMITED,979872282.6800001,BUY
07-Mar-25,DATAPATTNS,QE SECURITIES LLP,1246391304.0,BUY
07-Mar-25,DATAPATTNS,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,1487912468.6200001,BUY
07-Mar-25,DIAMONDYD,SARAVANA SECURITIES  D.SATHYAMOORTHI,191082500.00000003,BUY
07-Mar-25,DIAMONDYD,SSPL SECURITIES PRIVATE LIMITED,142030200.0,BUY
07-Mar-25,DTIL,DHUNSERI INVESTMENTS LIMITED,900356184.0,BUY
07-Mar-25,DTIL,NAGA DHUNSERI GROUP LIMITED,900356184.0,BUY
07-Mar-25,DVL,DHUNSERI INVESTMENTS LIMITED,1026766126.5,BUY
07-Mar-25,DVL,NAGA DHUNSERI GROUP LIMITED,1026766126.5,BUY
07-Mar-25,GENSOL,ANMOL SINGH JAGGI,256008000.0,BUY
07-Mar-25,GENSOL,HRTI PRIVATE LIMITED,178193602.45999998,BUY
07-Mar-25,GENSOL,ISHAAN TRADEFIN LLP,124824031.81,BUY
07-Mar-25,GENSOL,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,229013639.35999998,BUY
07-Mar-25,GENSOL,NK SECURITIES RESEARCH PRIVATE LIMITED,201657899.11,BUY
07-Mar-25,GENSOL,SHIRISH KISHOR SANKHE,96558143.5,BUY
07-Mar-25,INOXWIND,GRAVITON RESEARCH CAPITAL LLP,2637277085.52,BUY
07-Mar-25,JAYBEE,HUTOXY KERSI BHADHA,28118920.0,BUY
07-Mar-25,QUADFUTURE,AAKRAYA RESEARCH LLP,249539512.23,BUY
07-Mar-25,QUADFUTURE,GRAVITON RESEARCH CAPITAL LLP,274190280.67999995,BUY
07-Mar-25,QUADFUTURE,HRTI PRIVATE LIMITED,280708354.44,BUY
07-Mar-25,QUADFUTURE,QE SECURITIES LLP,245891220.7,BUY
07-Mar-25,SIKKO,ZETA GLOBAL FUNDS (OEIC) PCC LIMITED - ZETA SERIES B FUND PC,28000000.0,BUY
07-Mar-25,SPARC,GRAVITON RESEARCH CAPITAL LLP,769845305.5999999,BUY
07-Mar-25,TRITURBINE,GRAVITON RESEARCH CAPITAL LLP,2532350856.66,BUY
07-May-25,AARTIDRUGS,GRAVITON RESEARCH CAPITAL LLP,632194085.6400001,BUY
07-May-25,AGARWALTUF,AFFLUENCE MARKETING AND DISTRIBUTION PRIVATE LIMITED,30248496.0,BUY
07-May-25,AGARWALTUF,AJAYKUMAR NATAVARLAL SANGANI,33808800.0,BUY
07-May-25,BSE,GRAVITON RESEARCH CAPITAL LLP,12496344140.59,BUY
07-May-25,CCL,AAKRAYA RESEARCH LLP,1165351215.6,BUY
07-May-25,CCL,GRAVITON RESEARCH CAPITAL LLP,1252009073.91,BUY
07-May-25,GOKEX,GRAVITON RESEARCH CAPITAL LLP,871290044.69,BUY
07-May-25,IITL,HANUMAN FORGING AND ENGINEERING PRIVATE LIMITED,49980000.0,BUY
07-May-25,IITL,MULTITECH GLOBAL ENTERPRISE,48960000.0,BUY
07-May-25,IITL,ONE EARTH CAPITAL LIMITED,149605950.0,BUY
07-May-25,IITL,SYSTEMATIX FINVEST PRIVATE LIMITED,39950000.0,BUY
07-May-25,INDSWFTLAB,WILSON HOLDINGS PRIVATE LIMITED,51332611.68,BUY
07-May-25,PARAS,HRTI PRIVATE LIMITED,558817921.88,BUY
07-May-25,SONATSOFTW,AAKRAYA RESEARCH LLP,1544855558.3999999,BUY
07-May-25,SONATSOFTW,HRTI PRIVATE LIMITED,1353390832.83,BUY
07-May-25,WELSPUNLIV,GRAVITON RESEARCH CAPITAL LLP,2491061446.62,BUY
07-Nov-24,ARROWGREEN,TARUN SURESH JAIN,82148989.99999999,BUY
07-Nov-24,GPECO,GOLDEN BIO ENERGY LIMITED,39474732.0,BUY
07-Nov-24,KBCGLOBAL,NARSHI HAMIRBHAI DANGODRA,93448205.44,BUY
07-Nov-24,KRN,AAKRAYA RESEARCH LLP,653917800.69,BUY
07-Nov-24,KRN,ALPHAGREP SECURITIES PRIVATE LIMITED,423475123.0,BUY
07-Nov-24,KRN,GRAVITON RESEARCH CAPITAL LLP,524095711.08000004,BUY
07-Nov-24,KRN,HRTI PRIVATE LIMITED,566191464.4200001,BUY
07-Nov-24,LOKESHMACH,VISHAL  KARWA,39780000.0,BUY
07-Nov-24,MEDICO,MANISH NITIN THAKUR,35616000.0,BUY
07-Nov-24,MEDICO,VIJAYGOPAL PARASRAM ATAL,38717000.0,BUY
07-Nov-24,PARAGMILK,JAYDEV MUKUND MODY,185310027.75,BUY
07-Nov-24,PYRAMID,HRTI PRIVATE LIMITED,121959754.91,BUY
07-Nov-24,SDREAMS,NORTH STAR OPPORTUNITIES FUND VCC-BULL VALUE INCORPORATED VCC SUB-FUND,22344000.0,BUY
07-Nov-24,SDREAMS,PEANENCE COMMERCIAL PVT LIMITED,22491000.0,BUY
07-Nov-24,SOLEX,GRACIOUS ADVISORS LLP,142814450.0,BUY
07-Nov-24,SOLEX,SANJUDEVI RAMESHCHANDRA CHANDAK,121875000.0,BUY
07-Nov-24,SWANENERGY,GRAVITON RESEARCH CAPITAL LLP,2759921535.27,BUY
07-Nov-24,TEAMLEASE,T. ROWE PRICE INTERNATIONAL DISCOVERY FUND,342256465.93,BUY
07-Nov-24,TERASOFT,SILVER LINE VENTURES PRIVATE LIMITED,27629844.09,BUY
07-Nov-24,VSTL,YOGESH KUMAR SHARMA,41538390.22,BUY
07-Oct-24,ASTRAZEN,GRAVITON RESEARCH CAPITAL LLP,1974064330.62,BUY
07-Oct-24,DESTINY,RAVINDRA NAUPATLAL SAKLA,23619000.0,BUY
07-Oct-24,DIVYADHAN,MANSI SHARE AND STOCK ADVISORS PVT LTD,33891600.0,BUY
07-Oct-24,FELIX,BASE ENGINEERING LLP,25202000.0,BUY
07-Oct-24,HEIDELBERG,GRAVITON RESEARCH CAPITAL LLP,721470740.4,BUY
07-Oct-24,HEUBACHIND,QUANT MUTUAL FUND,161049680.0,BUY
07-Oct-24,KAMOPAINTS,ANANT WEALTH CONSULTANTS PRIVATE LIMITED,77300713.25999999,BUY
07-Oct-24,KAMOPAINTS,ISHAAN TRADEFIN LLP,97413569.66999999,BUY
07-Oct-24,KAMOPAINTS,MINERVA VENTURES FUND,64600000.0,BUY
07-Oct-24,KAMOPAINTS,SAHASTRAA ADVISORS PRIVATE LIMITED,111243221.10000001,BUY
07-Oct-24,KAMOPAINTS,SOHAM FINCARE INDIA LLP,79227626.43,BUY
07-Oct-24,KBCGLOBAL,SOMNATH TRADERS,29330397.8,BUY
07-Oct-24,KRN,GRAVITON RESEARCH CAPITAL LLP,273007857.78,BUY
07-Oct-24,PAR,ECONO TRADING & INVESTMENT PRIVATE LIMITED,28794489.24,BUY
07-Oct-24,PAVNAIND,ARYAMAN CAPITAL MARKETS LIMITED,50007000.0,BUY
07-Oct-24,PAVNAIND,S K GROWTH FUND PVT.LTD.,36020880.0,BUY
07-Oct-24,PAVNAIND,SHAGGUN JAIN,57776000.0,BUY
07-Oct-24,PAVNAIND,TRAPAL TRADING PRIVATE LIMITED,69114205.1,BUY
07-Oct-24,VAKRANGEE,HRTI PRIVATE LIMITED,328634777.07000005,BUY
07-Oct-24,VLEGOV,L7 HITECH PRIVATE LIMITED,110845000.0,BUY
07-Oct-24,VLEGOV,ODATHI TRADING PRIVATE LIMITED,99599500.0,BUY
07-Oct-24,ZEEMEDIA,HRTI PRIVATE LIMITED,150411510.14999998,BUY
07-Oct-25,AAATECH,NOVA GLOBAL OPPORTUNITIES FUND PCC - TOUCHSTONE,32793600.0,BUY
07-Oct-25,ATALREAL,L7 SECURITIES PRIVATE LIMITED,20043000.0,BUY
07-Oct-25,ATALREAL,RAVI  AGARWAL,26962250.000000004,BUY
07-Oct-25,ATALREAL,VIKRAM JAIN,24528933.119999997,BUY
07-Oct-25,ATALREAL,VISHAL MAHESH WAGHELA,28501125.8,BUY
07-Oct-25,AVALON,GRAVITON RESEARCH CAPITAL LLP,980104417.74,BUY
07-Oct-25,CHANDAN,NECTA BLOOM VCC - NECTA BLOOM ONE,33357800.0,BUY
07-Oct-25,EIMCOELECO,KEDIA SECURITIES PRIVATE LTD,109523329.11,BUY
07-Oct-25,FABTECH,ALACRITY SECURITIES LTD,45600000.0,BUY
07-Oct-25,FABTECH,AMITSG VENTURES FUND,47455555.2,BUY
07-Oct-25,FABTECH,HITESH N KAWA HUF,45622500.0,BUY
07-Oct-25,FABTECH,JAYANT WEALTH MANAGEMENT PRIVATE LIMITED,48000000.0,BUY
07-Oct-25,FABTECH,KEYA VIMAL SALOT,156722130.0,BUY
07-Oct-25,FABTECH,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,176790380.13,BUY
07-Oct-25,FABTECH,NECTA BLOOM VCC - REGAL FUND,87059911.06,BUY
07-Oct-25,FABTECH,PAULOMI KETANKUMAR DOSHI,47424000.0,BUY
07-Oct-25,FABTECH,RELIGO COMMODITIES VENTURES FUND,132896092.8,BUY
07-Oct-25,FABTECH,SHINE STAR BUILD CAP PVT LTD,142387276.8,BUY
07-Oct-25,FABTECH,TRADE CORNER,133848880.0,BUY
07-Oct-25,FABTECH,VBCUBE VENTURES FUND,122037500.0,BUY
07-Oct-25,FABTECH,VBCUBE VENTURES FUND II,154977021.84,BUY
07-Oct-25,GLOTTIS,ABUNDANTIA CAPITAL VCC - ABUNDANTIA CAPITAL III,144501983.37,BUY
07-Oct-25,GLOTTIS,AVIRAT ENTERPRISE,82776000.0,BUY
07-Oct-25,GLOTTIS,GRAVITON RESEARCH CAPITAL LLP,282433562.4,BUY
07-Oct-25,GLOTTIS,GRT STRATEGIC VENTURES LLP,141202517.04000002,BUY
07-Oct-25,GLOTTIS,IRAGE BROKING SERVICES LLP,110190613.81,BUY
07-Oct-25,GLOTTIS,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,93147722.4,BUY
07-Oct-25,GLOTTIS,NK SECURITIES RESEARCH PRIVATE LIMITED,145287748.25,BUY
07-Oct-25,GLOTTIS,SHARE INDIA SECURITIES LIMITED,129953100.85,BUY
07-Oct-25,GLOTTIS,SHINE STAR BUILD CAP PVT LTD,72145332.0,BUY
07-Oct-25,GLOTTIS,SOUMIK ACHARYA BHADURI,81043097.6,BUY
07-Oct-25,INDRAMEDCO,SWAY FINANCIAL SERVICES,275527108.65999997,BUY
07-Oct-25,JAINREC,GRAVITON RESEARCH CAPITAL LLP,1940502163.5700002,BUY
07-Oct-25,MASTERTR,SYLPH TECHNOLOGIES LIMITED,197749790.63,BUY
07-Oct-25,MCLEODRUSS,NEO APEX VENTURE LLP,114025052.54,BUY
07-Oct-25,MCLEODRUSS,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,67478000.0,BUY
07-Oct-25,MOBIKWIK,GRAVITON RESEARCH CAPITAL LLP,288774002.02000004,BUY
07-Oct-25,MOBIKWIK,HRTI PRIVATE LIMITED,340458239.12,BUY
07-Oct-25,MOBIKWIK,JUNOMONETA FINSOL PRIVATE LIMITED,231347247.93,BUY
07-Oct-25,MOBIKWIK,MATHISYS ADVISORS LLP,260271990.17000002,BUY
07-Oct-25,MOBIKWIK,QE SECURITIES LLP,220468429.38,BUY
07-Oct-25,MOSCHIP,HRTI PRIVATE LIMITED,658496563.1400001,BUY
07-Oct-25,MOSCHIP,JUNOMONETA FINSOL PRIVATE LIMITED,685310230.0799999,BUY
07-Oct-25,MVKAGRO,YAGNIK BHARATKUMAR TANK,68115600.0,BUY
07-Oct-25,NIKITA,ALACRITY SECURITIES LTD,21067776.0,BUY
07-Oct-25,NIKITA,RADIANT GLOBAL FUND-CLASS B PARTICIPATING SHARES,28847016.0,BUY
07-Oct-25,NIKITA,YASH HITESH PATEL,25530000.0,BUY
07-Oct-25,ORIENTTECH,HRTI PRIVATE LIMITED,284219662.11,BUY
07-Oct-25,ORIENTTECH,JUNOMONETA FINSOL PRIVATE LIMITED,197998667.44,BUY
07-Oct-25,RACLGEAR,HRTI PRIVATE LIMITED,191111029.59,BUY
07-Oct-25,RAMKY,GRAVITON RESEARCH CAPITAL LLP,1451111339.2,BUY
07-Oct-25,RELAXO,SBI MUTUAL FUND,8717000000.0,BUY
07-Oct-25,RHIM,GRAVITON RESEARCH CAPITAL LLP,1310860354.37,BUY
07-Oct-25,RHIM,MUSIGMA SECURITIES,1203751448.12,BUY
07-Oct-25,RHIM,NK SECURITIES RESEARCH PRIVATE LIMITED,1675863737.02,BUY
07-Oct-25,SAMMAANCAP,GRAVITON RESEARCH CAPITAL LLP,1657934616.48,BUY
07-Oct-25,SUBAHOTELS,AVORA SME FUND 1,22204800.0,BUY
07-Oct-25,SUBAHOTELS,BHARAT KUMAR SOMCHAND SHAH,22944504.0,BUY
07-Oct-25,SUBAHOTELS,PREETI  BHAUKA,77716800.0,BUY
07-Oct-25,SUBAHOTELS,ROHAN GUPTA,22389120.0,BUY
07-Oct-25,TECHD,LIESHA CORPORATION PRIVATE LIMITED .,67170918.0,BUY
07-Oct-25,TECHD,YUGA STOCKS AND COMMODITIES PRIVATE LIMITED,162820746.0,BUY
07-Oct-25,UNIPARTS,MUSIGMA SECURITIES,232246260.95,BUY
07-Oct-25,UNIPARTS,NK SECURITIES RESEARCH PRIVATE LIMITED,246168228.51,BUY
07-Oct-25,VIJAYPD,BHAVNA HITESH PATEL,24920000.0,BUY
07-Oct-25,VIJAYPD,YASHVI HITESH PATEL,31080000.0,BUY
07-Oct-25,WAAREEINDO,EPITOME TRADING AND INVESTMENTS,164216449.02,BUY
08-Apr-25,MITTAL,RAJESH SUBHASH JANGAM,23605219.119999997,BUY
08-Apr-25,QUADFUTURE,AAKRAYA RESEARCH LLP,407918247.0,BUY
08-Apr-25,QUADFUTURE,GRAVITON RESEARCH CAPITAL LLP,380135997.0,BUY
08-Apr-25,QUADFUTURE,HRTI PRIVATE LIMITED,284773944.69,BUY
08-Apr-25,QUADFUTURE,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,218774516.61,BUY
08-Apr-25,QUADFUTURE,MATHISYS ADVISORS LLP,403796230.57,BUY
08-Apr-25,QUADFUTURE,QE SECURITIES LLP,424119547.03999996,BUY
08-Apr-25,SONATSOFTW,TATA MUTUAL FUND,456120000.0,BUY
08-Apr-25,VIJAYA,GRAVITON RESEARCH CAPITAL LLP,2302300716.8,BUY
08-Aug-25,BHARTIARTL,INDIAN CONTINENT INVESTMENT LIMITED,112270500000.0,BUY
08-Aug-25,BLACKBUCK,SANDS CAPITAL PRIVATE GROWTH II LIMITED,555816679.11,BUY
08-Aug-25,FLYSBS,BIJAL PRITESH VORA,170829000.0,BUY
08-Aug-25,FLYSBS,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,134655000.0,BUY
08-Aug-25,FLYSBS,NEO APEX VENTURE LLP,98836770.0,BUY
08-Aug-25,FLYSBS,PACE STOCK BROKING SERVICES PVT LTD,53323380.0,BUY
08-Aug-25,IPL,GRAVITON RESEARCH CAPITAL LLP,279086290.85,BUY
08-Aug-25,LAXMIINDIA,AAKRAYA RESEARCH LLP,479394974.90000004,BUY
08-Aug-25,LAXMIINDIA,ALPHAGREP SECURITIES PRIVATE LIMITED,240430743.01999998,BUY
08-Aug-25,LAXMIINDIA,DEVANSHU  SHARMA,93785830.0,BUY
08-Aug-25,LAXMIINDIA,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,139976886.19,BUY
08-Aug-25,LAXMIINDIA,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,186260539.49,BUY
08-Aug-25,LAXMIINDIA,GOLDMINE STOCKS PRIVATE LIMITED,158333943.04,BUY
08-Aug-25,LAXMIINDIA,GROWTH SECURITIES PRIVATE LIMITED,250272340.44,BUY
08-Aug-25,LAXMIINDIA,HUTOXY KERSI BHADHA,67989600.0,BUY
08-Aug-25,LAXMIINDIA,IRAGE BROKING SERVICES LLP,277639774.83000004,BUY
08-Aug-25,LAXMIINDIA,MANSUKH SECURITIES & FINANCE LIMITED,140267523.55,BUY
08-Aug-25,LAXMIINDIA,MATHISYS ADVISORS LLP,1138384583.29,BUY
08-Aug-25,LAXMIINDIA,MICROCURVES TRADING PRIVATE LIMITED,257612296.48,BUY
08-Aug-25,LAXMIINDIA,MUSIGMA SECURITIES,320782054.2,BUY
08-Aug-25,LAXMIINDIA,NK SECURITIES RESEARCH PRIVATE LIMITED,671058226.36,BUY
08-Aug-25,LAXMIINDIA,PACE STOCK BROKING SERVICES PVT LTD,83687967.55,BUY
08-Aug-25,LAXMIINDIA,PATRONUS TRADETECH LLP,126412314.89,BUY
08-Aug-25,LAXMIINDIA,PEER GLOBAL TRADE PRIVATE LIMITED,84901660.66,BUY
08-Aug-25,LAXMIINDIA,PURE BROKING PVT LTD,134849865.23000002,BUY
08-Aug-25,LAXMIINDIA,QE SECURITIES LLP,339918947.33000004,BUY
08-Aug-25,LAXMIINDIA,SHREE NAMAN SECURITIES & FINANCE PRIVATE LIMITED,200634806.71,BUY
08-Aug-25,LAXMIINDIA,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,105378404.94,BUY
08-Aug-25,LOTUSDEV,SW CAPITAL PRIVATE LIMITED,1051480781.6600001,BUY
08-Aug-25,MBEL,AAKRAYA RESEARCH LLP,436992200.0,BUY
08-Aug-25,MBEL,ALPHAGREP SECURITIES PRIVATE LIMITED,274951693.35,BUY
08-Aug-25,MBEL,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,268853379.8,BUY
08-Aug-25,MBEL,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,477285503.26,BUY
08-Aug-25,MBEL,GRAVITON RESEARCH CAPITAL LLP,1586411458.58,BUY
08-Aug-25,MBEL,IRAGE BROKING SERVICES LLP,266050685.72000003,BUY
08-Aug-25,MBEL,MATHISYS ADVISORS LLP,525220940.40999997,BUY
08-Aug-25,MBEL,MICROCURVES TRADING PRIVATE LIMITED,298992457.20000005,BUY
08-Aug-25,MBEL,NK SECURITIES RESEARCH PRIVATE LIMITED,422634053.97,BUY
08-Aug-25,PGEL,GRAVITON RESEARCH CAPITAL LLP,2168910114.32,BUY
08-Aug-25,SHANTIGOLD,MATHISYS ADVISORS LLP,202024601.70999998,BUY
08-Aug-25,SHANTIGOLD,QE SECURITIES LLP,172295548.7,BUY
08-Aug-25,VIMTALABS,AAKRAYA RESEARCH LLP,327726537.32000005,BUY
08-Aug-25,VIMTALABS,HRTI PRIVATE LIMITED,466627558.63,BUY
08-Jan-25,AARTECH,KABRA  PRIYA,160418879.64,BUY
08-Jan-25,AARTECH,SETU SECURITIES PVT LTD,107171828.30000001,BUY
08-Jan-25,AEGISLOG,AAKRAYA RESEARCH LLP,3952459830.7799997,BUY
08-Jan-25,AEGISLOG,GRAVITON RESEARCH CAPITAL LLP,4684445929.16,BUY
08-Jan-25,ASMS,MINERVA VENTURES FUND,41823695.83,BUY
08-Jan-25,CREDITACC,GRAVITON RESEARCH CAPITAL LLP,3049221896.16,BUY
08-Jan-25,CREDITACC,HRTI PRIVATE LIMITED,1812694731.8,BUY
08-Jan-25,CREDITACC,TOWER RESEARCH CAPITAL MARKETS INDIA PRIVATE LIMITED,1788756016.66,BUY
08-Jan-25,DELTACORP,GRAVITON RESEARCH CAPITAL LLP,339234254.28,BUY
08-Jan-25,EMBDL,GRAVITON RESEARCH CAPITAL LLP,1326135660.6000001,BUY
08-Jan-25,GARUDA,AAKRAYA RESEARCH LLP,157644045.86,BUY
08-Jan-25,GARUDA,HRTI PRIVATE LIMITED,286157016.87,BUY
08-Jan-25,INDOFARM,ALPHAGREP SECURITIES PRIVATE LIMITED,146640967.2,BUY
08-Jan-25,INDOFARM,GRAVITON RESEARCH CAPITAL LLP,248710946.57,BUY
08-Jan-25,INDOFARM,NK SECURITIES RESEARCH PRIVATE LIMITED,396451813.67999995,BUY
08-Jan-25,ITI,AAKRAYA RESEARCH LLP,6162640808.280001,BUY
08-Jan-25,ITI,HRTI PRIVATE LIMITED,5374029394.049999,BUY
08-Jan-25,JYOTISTRUC,FOLLIS ADVISORY LLP,138160000.0,BUY
08-Jan-25,MAZDA,AAKRAYA RESEARCH LLP,78169093.57,BUY
08-Jan-25,MOBIKWIK,AAKRAYA RESEARCH LLP,2242528958.38,BUY
08-Jan-25,MOBIKWIK,ALPHAGREP SECURITIES PRIVATE LIMITED,790723291.2,BUY
08-Jan-25,MOBIKWIK,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,634590381.8899999,BUY
08-Jan-25,MOBIKWIK,GRAVITON RESEARCH CAPITAL LLP,828987218.4,BUY
08-Jan-25,MOBIKWIK,HRTI PRIVATE LIMITED,1204029129.87,BUY
08-Jan-25,MOBIKWIK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,1352542801.68,BUY
08-Jan-25,MOBIKWIK,MATHISYS ADVISORS LLP,619276046.8399999,BUY
08-Jan-25,MOBIKWIK,QE SECURITIES LLP,795996473.8599999,BUY
